conjuntoMuestras,codigoExterno,region,proyecto,especie
JHallCr,2243.8,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,2271,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,2274,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,2295,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,2336.1,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,2336.2,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,2336.3,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,2336.4,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,2336.5,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,2340,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,2344,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,2402,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,2404.1,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,2424,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,2542,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,2552,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,2554.4,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,2554.5,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,2572,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,2598,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,2611.1,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,2611.2,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,2611.3,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,2615,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,2617.1,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,2617.2,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,2617.3,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,2622.1,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,2622.2,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,2622.3,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,2624,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,2628,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,2631,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,2634,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,2641.1,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,2641.2,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,2642,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,2643,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,2644,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,2644.1,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,2644.2,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,2644.3,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,2647,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,2647.1,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,2647.2,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,2648,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,2649,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,2649.1,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,4239,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,4240,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,4347,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,4349,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,4351,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,4352,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,4353,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,4354,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,4355,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,4358,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,4359,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,4361,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,4362,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,4364,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,4367,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,4375,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,4377,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,4378,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,4379,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,4380,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,4382,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,4383,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,4396,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,4400.1,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,WA12-030403,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,WA12-1-101403,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,WA12-1-111003,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,WA12-112403,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,WA12-2-031803,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,WA12-2-111003,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,WA12-3-091603,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,WA12-3-111003,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,WA12-4-081803,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,WA15-1-031803,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,WA15-3-080403,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,WA1-7-031803,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,WA4-4-031803,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,WA9.1-030403,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,WA9-081803 = 1712,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,2234,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,2222.12,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,2294,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,2452,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,2486,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,2561,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,2562,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,2595,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,2849,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,2850,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,2851,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,2965.2,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,2976,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,2985,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,2987,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,2988,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,4542,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,9004,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,9013,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,9022,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,9023,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,9032,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,9034,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,9038,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,WA1.2BA15-030104,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,WA1-011304,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,WA1-032204,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,WA12-011304,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,WA12-012604,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,WA12-040504,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,WA12-051704,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,WA12-2-032204,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,WA16-011304,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,WA27-040504,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,WA27-071904,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,WA9-020904,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,4384,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,WA27-040205,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
Coast,9488,Coast_OR,Kamvar_et_al_2014,Phytophthora ramorum
Coast,11075,Coast_OR,Kamvar_et_al_2014,Phytophthora ramorum
HunterCr,10490.1,HunterCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
HunterCr,10490.2,HunterCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
HunterCr,10490.3,HunterCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
HunterCr,10490.4,HunterCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
HunterCr,10491.1,HunterCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
HunterCr,10491.2,HunterCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
HunterCr,10491.3,HunterCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
HunterCr,10492.1,HunterCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
HunterCr,10492.2,HunterCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
HunterCr,10492.3,HunterCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
HunterCr,10492.4,HunterCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
HunterCr,10492.5,HunterCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
HunterCr,10492.6,HunterCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
HunterCr,10493,HunterCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
HunterCr,10496.1,HunterCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
HunterCr,10496.2,HunterCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
HunterCr,10496.3,HunterCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
HunterCr,10497.1,HunterCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
HunterCr,10497.2,HunterCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
HunterCr,10497.3,HunterCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
HunterCr,11745.1,HunterCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
HunterCr,11745.2,HunterCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
HunterCr,11745.3,HunterCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
HunterCr,11761.1,HunterCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
HunterCr,11761.2,HunterCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
HunterCr,11761.3,HunterCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
HunterCr,11761.4,HunterCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
HunterCr,11761.5,HunterCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
HunterCr,11762.1,HunterCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
HunterCr,11762.2,HunterCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
HunterCr,11762.3,HunterCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
HunterCr,11803.1,HunterCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
HunterCr,11803.2,HunterCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
HunterCr,11803.3,HunterCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
HunterCr,11805.1,HunterCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
HunterCr,11805.2,HunterCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
HunterCr,11805.3,HunterCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
HunterCr,11806,HunterCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
HunterCr,11807.1,HunterCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
HunterCr,11807.2,HunterCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
HunterCr,11807.3,HunterCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
HunterCr,11808.1,HunterCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
HunterCr,11808.2,HunterCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
HunterCr,11808.3,HunterCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
HunterCr,11810.1,HunterCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
HunterCr,11810.2,HunterCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
HunterCr,11810.3,HunterCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
HunterCr,11812.1,HunterCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
HunterCr,11812.2,HunterCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
HunterCr,11812.3,HunterCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
HunterCr,11819.1,HunterCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
HunterCr,11819.2,HunterCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
HunterCr,11819.3,HunterCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
HunterCr,11819.4,HunterCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
HunterCr,11819.5,HunterCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
HunterCr,11819.6,HunterCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
HunterCr,11855.1,HunterCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
HunterCr,11855.2,HunterCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
HunterCr,11913.1,HunterCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
HunterCr,11913.2,HunterCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
HunterCr,11913.3,HunterCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
HunterCr,11914.1,HunterCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
HunterCr,11914.2,HunterCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
HunterCr,11914.3,HunterCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
Coast,11349,Coast_OR,Kamvar_et_al_2014,Phytophthora ramorum
Coast,11372,Coast_OR,Kamvar_et_al_2014,Phytophthora ramorum
HunterCr,11798x7535,HunterCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
HunterCr,11799x7517,HunterCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,10794-V5,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
Coast,11466-V2,Coast_OR,Kamvar_et_al_2014,Phytophthora ramorum
Coast,11466-V5,Coast_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,11540-V3,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
Winchuck,11160,Winchuck_OR,Kamvar_et_al_2014,Phytophthora ramorum
Winchuck,11955,Winchuck_OR,Kamvar_et_al_2014,Phytophthora ramorum
Winchuck,13150,Winchuck_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,13153.1,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,13153.2,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
Winchuck,13155,Winchuck_OR,Kamvar_et_al_2014,Phytophthora ramorum
Winchuck,13184,Winchuck_OR,Kamvar_et_al_2014,Phytophthora ramorum
Winchuck,13185,Winchuck_OR,Kamvar_et_al_2014,Phytophthora ramorum
Winchuck,13205,Winchuck_OR,Kamvar_et_al_2014,Phytophthora ramorum
Winchuck,13206,Winchuck_OR,Kamvar_et_al_2014,Phytophthora ramorum
Winchuck,13207,Winchuck_OR,Kamvar_et_al_2014,Phytophthora ramorum
Winchuck,13228,Winchuck_OR,Kamvar_et_al_2014,Phytophthora ramorum
Winchuck,13154,Winchuck_OR,Kamvar_et_al_2014,Phytophthora ramorum
Winchuck,11956,Winchuck_OR,Kamvar_et_al_2014,Phytophthora ramorum
Winchuck,13226,Winchuck_OR,Kamvar_et_al_2014,Phytophthora ramorum
Winchuck,13227,Winchuck_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,2043_1,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,2138_1,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,2157_3,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,11001,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,13592,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,WA12S-091713,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
ChetcoMain,13746-9105,ChetcoMain_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,13766-9120,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,13767-9121,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,13773-9138,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,13774-9174,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,13778-9175,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,13780-9139,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,13781-9123,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,13782-9140,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,13785-9142,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,13786-9143,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,13787-9144,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,13788-9145,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,13789-9146,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,13790-9147,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,13835,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,13844-9176,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,13845-9124,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,13846-9108,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,13847-9109,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
Winchuck,13849-9110,Winchuck_OR,Kamvar_et_al_2014,Phytophthora ramorum
PistolRSF,13850-9111,PistolRSF_OR,Kamvar_et_al_2014,Phytophthora ramorum
Winchuck,13859-9112,Winchuck_OR,Kamvar_et_al_2014,Phytophthora ramorum
Winchuck,13860-9148,Winchuck_OR,Kamvar_et_al_2014,Phytophthora ramorum
Winchuck,13861-9113,Winchuck_OR,Kamvar_et_al_2014,Phytophthora ramorum
Winchuck,13862-9114,Winchuck_OR,Kamvar_et_al_2014,Phytophthora ramorum
Winchuck,13863-9115,Winchuck_OR,Kamvar_et_al_2014,Phytophthora ramorum
Winchuck,13867-9117,Winchuck_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,13870-9149,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,13875-9132,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,13878-9151,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,13879-9152,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,13881-9153,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,13883-9133,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,13885-9177,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,13886-9154,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,13887-9202,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,13888,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,13889-9161,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,13891-9162,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,13893-9178,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,13895-9155,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,13900-9156,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
Coast,13902-9157,Coast_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,13903-9179,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,13904-9180,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
Coast,13905-9181,Coast_OR,Kamvar_et_al_2014,Phytophthora ramorum
Coast,13906-9163,Coast_OR,Kamvar_et_al_2014,Phytophthora ramorum
Coast,13908-9164,Coast_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,13909-9158,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,13916,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,13917-9182,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,13918-9203,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,13919-9183,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,13920-9159,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
Winchuck,13927-9185,Winchuck_OR,Kamvar_et_al_2014,Phytophthora ramorum
Winchuck,13928-9186,Winchuck_OR,Kamvar_et_al_2014,Phytophthora ramorum
Winchuck,13929-9187,Winchuck_OR,Kamvar_et_al_2014,Phytophthora ramorum
Winchuck,13930-A-9188,Winchuck_OR,Kamvar_et_al_2014,Phytophthora ramorum
Winchuck,13930-B,Winchuck_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,13932-9189,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,13933-9190,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
PistolRSF,13934,PistolRSF_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,13942-9194,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,13945,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
Winchuck,13951-9195,Winchuck_OR,Kamvar_et_al_2014,Phytophthora ramorum
Winchuck,13952-9196,Winchuck_OR,Kamvar_et_al_2014,Phytophthora ramorum
Winchuck,13954-9197,Winchuck_OR,Kamvar_et_al_2014,Phytophthora ramorum
Winchuck,13955-9198,Winchuck_OR,Kamvar_et_al_2014,Phytophthora ramorum
Winchuck,13957-9199,Winchuck_OR,Kamvar_et_al_2014,Phytophthora ramorum
Winchuck,13958-9200,Winchuck_OR,Kamvar_et_al_2014,Phytophthora ramorum
PistolRSF,13959-9206,PistolRSF_OR,Kamvar_et_al_2014,Phytophthora ramorum
PistolRSF,13960-9207,PistolRSF_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,14001-9208,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,14002,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,14003-9209,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,14004,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,14005,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,14006-9210,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,14007-9211,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,14008-9212,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
Winchuck,14023,Winchuck_OR,Kamvar_et_al_2014,Phytophthora ramorum
Winchuck,14024,Winchuck_OR,Kamvar_et_al_2014,Phytophthora ramorum
Winchuck,14028,Winchuck_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,14033,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,14035,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,14036,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,14056,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,13872-9150,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,13893,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
NFChetHigh,13931-9204,NFChetHigh_OR,Kamvar_et_al_2014,Phytophthora ramorum
JHallCr,13600,JHallCr_OR,Kamvar_et_al_2014,Phytophthora ramorum
Coast,13632,Coast_OR,Kamvar_et_al_2014,Phytophthora ramorum
